author,title
http://www.gra.fo/publication/Ron_Weiss,HyPursuit: A Hierarchical Network Search Engine that Exploits Content-Link Hypertext Clustering.
http://www.gra.fo/publication/Catriel_Beeri,Sets and Negation in a Logic Database Language (LDL1).
http://www.gra.fo/publication/Peter_P__Chen,A Bottom-up Query Evaluation Method for Stratified Databases.
http://www.gra.fo/publication/I_Min_A__Chen,A Bottom-up Query Evaluation Method for Stratified Databases.
http://www.gra.fo/publication/Yangjun_Chen,A Bottom-up Query Evaluation Method for Stratified Databases.
http://www.gra.fo/publication/Peter_P__Chen,An Algebra for a Directional Binary Entity-Relationship Model.
http://www.gra.fo/publication/I_Min_A__Chen,An Algebra for a Directional Binary Entity-Relationship Model.
http://www.gra.fo/publication/Yangjun_Chen,An Algebra for a Directional Binary Entity-Relationship Model.
http://www.gra.fo/publication/Peter_P__Chen,Query Answering Using Discovered Rules.
http://www.gra.fo/publication/I_Min_A__Chen,Query Answering Using Discovered Rules.
http://www.gra.fo/publication/Yangjun_Chen,Query Answering Using Discovered Rules.
http://www.gra.fo/publication/Lawrence_A__Rowe,The POSTGRES Data Model.
http://www.gra.fo/publication/Seymour_Ginsburg,Interval Queries on Object Histories: Extended Abstract.
http://www.gra.fo/publication/Ling_Tony_Chen,Declustering Databases on Heterogeneous Disk Systems.
http://www.gra.fo/publication/Alexandre_Lefebvre,Querying Heterogeneous Databases: A Case Study.
http://www.gra.fo/publication/Brian_A__Nixon,Representing and Using Performance Requirements During the Development of Information Systems.
http://www.gra.fo/publication/Eliezer_L__Lozinskii,Evaluating Queries in Deductive Databases by Generating.
http://www.gra.fo/publication/Peter_Dadam,Integration of Time Versions into a Relational Database System.
http://www.gra.fo/publication/Daniel_A__Menascé,Performance Evaluation of a Two-Phase Commit Based Protocol for DDBS.
http://www.gra.fo/publication/Liusheng_Huang,Experimental Video Database Management System Based on Advanced Object-Oriented Techniques.
http://www.gra.fo/publication/Hiroshi_Arisawa,Design of Multimedia Database and a Query Language for Video Image Data.
http://www.gra.fo/publication/Véronique_Benzaken,Enforcing Integrity Constraints in Database Programming Languages.
http://www.gra.fo/publication/J__Longstaff,ERQ: Controlled Inference and Instruction Techniques for DBMS Query Languages.
http://www.gra.fo/publication/Leonore_Neugebauer,Extending a Database to Support the Handling of Environmental Measurement Data.
http://www.gra.fo/publication/Jose_Solorzano,Parametric Polymorphism for Java: A Reflective Solution.
http://www.gra.fo/publication/M__M__Fonkam,An Approach to Eliciting the Semantics of Relational Databases.
http://www.gra.fo/publication/Philip_P__Macri,Deadlock Detection and Resolution in a CODASYL Based Data Management System.
http://www.gra.fo/publication/Amit_P__Sheth,Does Loose AI-DBMS Coupling Stand a Chance?
http://www.gra.fo/publication/ICDE,Does Loose AI-DBMS Coupling Stand a Chance?
http://www.gra.fo/publication/Amit_P__Sheth,"""Managing and Integrating Unstructured and Structured Data: Problems of Representation"
http://www.gra.fo/publication/ICDE,"""Managing and Integrating Unstructured and Structured Data: Problems of Representation"
http://www.gra.fo/publication/Liz_Sonenberg,On Domain Independent Disjunctive Databases.
http://www.gra.fo/publication/Anthony_C__Bloesch,Conceptual Queries Using ConQuer-II.
http://www.gra.fo/publication/Anthony_C__Bloesch,ConQuer: A Conceptual Query Language.
http://www.gra.fo/publication/Rakesh_Agrawal_____,Mining Process Models from Workflow Logs.
http://www.gra.fo/publication/Hartmut_Ehrig,Algebraic Specification Schemes for Data Base Systems.
http://www.gra.fo/publication/Adrian_Spalka,Secure Logic Databases Allowed to Reveal Indefinite Information on Secrets.
http://www.gra.fo/publication/Ronald_Morrison,The Persistent Store as an Enabling Technology for Integrated Project Support.
http://www.gra.fo/publication/Peter_Kutschera,MediaStore: World Wide Web Access to Multimedia Database Systems.
http://www.gra.fo/publication/Richard_Hull_____,On the Expressive Power of Database Queries with Intermediate Types.
http://www.gra.fo/publication/PODS,On the Expressive Power of Database Queries with Intermediate Types.
http://www.gra.fo/publication/Richard_Hull_____,"""Untyped Sets"
http://www.gra.fo/publication/PODS,"""Untyped Sets"
http://www.gra.fo/publication/Mehmet_Dincbas,Solving the Car-Sequencing Problem in Constraint Logic Programming.
http://www.gra.fo/publication/,"""Semantic Database Modeling: Survey"
http://www.gra.fo/publication/Kazuhiko_Mogi,Hot Mirroring: A Study to Hide Parity Upgrade Penalty and Degradations During Rebuilds for RAID5.
http://www.gra.fo/publication/VLDB,"""Specification"
http://www.gra.fo/publication/Robert_M__Pecherer,Efficient Exploration of Product Spaces.
http://www.gra.fo/publication/Y__Richard_Wang,A Polygen Model for Heterogeneous Database Systems: The Source Tagging Perspective.
http://www.gra.fo/publication/Rachel_Ben_Eliyahu,Reasoning with Minimal Models: Efficient Algorithms and Applications.
http://www.gra.fo/publication/Maria_Esther_Vidal,A Meta-Wrapper for Scaling up to Multiple Autonomous Distributed Information Sources.
http://www.gra.fo/publication/Terry_A__Halpin,A Fact-Oriented Approach to Schema Transformation.
http://www.gra.fo/publication/Arie_Shoshani,Characterization of Temporal Sequences in Geophysical Databases (Position Paper).
http://www.gra.fo/publication/Michael_J__Carey_____,Load Control for Locking: The 'Half-and-Half' Approach.
http://www.gra.fo/publication/Dik_Lun_Lee,Hot-Spot Based Compostion Algorithm.
http://www.gra.fo/publication/Ravi_Sethi,A model of concurrent database transactions (summary)
http://www.gra.fo/publication/Thomas_Rölleke,Retrieval of Complex Objects Using a Four-Valued Logic.
http://www.gra.fo/publication/James_A__Larson,Defining External Schemas for an Entity-Relationship Database.
http://www.gra.fo/publication/Daniel_Teichroew,Application of the Entity-Relationship Approach to Information Processing Systems Modelling.
http://www.gra.fo/publication/David_Beech,Data Semantics on the Information Superhighway.
http://www.gra.fo/publication/Qi_Cheng,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database.
http://www.gra.fo/publication/Chengwen_Liu,Load Balancing in Distributed Query Processing.
http://www.gra.fo/publication/Ajay_D__Kshemkalyani,Distributed Detection of Generalized Deadlocks.
http://www.gra.fo/publication/Irene_Greif,Atomic Data Abstractions in a Distributed Collaborative Editing System.
http://www.gra.fo/publication/Jon_M__Kleinberg,Applications of Linear Algebra in Information Retrieval and Hypertext Analysis.
http://www.gra.fo/publication/Robert_A__Kowalski,Logic Programs with Exceptions.
http://www.gra.fo/publication/M__V__Ramakrishna,An Exact Probability Model for Finite Hash Tables.
http://www.gra.fo/publication/Peter_A__Franaszek,Access Invariance and Its Use in High Contention Environments.
http://www.gra.fo/publication/Peter_A__Franaszek,Wait Depth Limited Concurrency Control.
http://www.gra.fo/publication/Donna_Harman,Overview of the Third Text REtrieval Conference (TREC-3).
http://www.gra.fo/publication/Donna_Harman,Overview of the First Text REtrieval Conference (TREC-1).
http://www.gra.fo/publication/Jia_Wei_Hong,I/O Complexity: The Red-Blue Pebble Game
http://www.gra.fo/publication/Lutz_Plümer,Termination Proofs for Logic Programs Based on Predicate Inequalities.
http://www.gra.fo/publication/Prateek_Mishra,Declaration-Free Type Checking.
http://www.gra.fo/publication/Michael_Lloyd_Williams,Exploiting Domain Knowledge During the Automated Design of Object-Oriented Databases.
http://www.gra.fo/publication/Laurence_Cholvy,A Modal Approach to Update Semantics Problem.
http://www.gra.fo/publication/Luc_Vandeurzen,On the Desirability and Limitations of Linear Spatial Database Models.
http://www.gra.fo/publication/Arantza_Illarramendi,Syntactic Query Processing: Dealing with Structure and Time.
http://www.gra.fo/publication/K__Selçuk_Candan,Management and Rendering of Multimedia Views.
http://www.gra.fo/publication/Ravi_Krishnamurthy,Control and Optimization Strategies in the Implementation of LDL.
http://www.gra.fo/publication/B__M__Fossum,Data Base Integrity as Provided for by a Particular Data Base Management System.
http://www.gra.fo/publication/Brian_A__Nixon,Implementation of Information System Design Specifications: A Performance Perspective.
http://www.gra.fo/publication/Gio_Wiederhold,The Basis for Mediation.
http://www.gra.fo/publication/Stephen_E__Robertson,Some Simple Effective Approximations to the 2-Poisson Model for Probabilistic Weighted Retrieval.
http://www.gra.fo/publication/Leonie_van_der_Voort,Termination and Confluence of Rule Execution.
http://www.gra.fo/publication/Dallan_Quass,Querying Semistructured Heterogeneous Information.
http://www.gra.fo/publication/Giuseppe_Castagna,F
http://www.gra.fo/publication/Jean_Marc_Andreoli,The Constraint-Based Knowledge Broker System.
http://www.gra.fo/publication/Peter_Z__Revesz,Safe Stratified Datalog with Integer Order Programs.
http://www.gra.fo/publication/ICDT,"""An Equational Chase for Path-Conjunctive Queries"
http://www.gra.fo/publication/Arun_N__Swami,A Polynomial Time Algorithm for Optimizing Join Queries.
http://www.gra.fo/publication/Hang_Kwong_Mak,Trading Operation Consistency for Concurrency.
http://www.gra.fo/publication/Volker_Küchenhoff,On the Efficient Computation of the Difference Between Concecutive Database States.
http://www.gra.fo/publication/Hartmut_Wedekind,Prefetching in Realtime Database Applications.
http://www.gra.fo/publication/Sudhanshu_Aggarwal,Adaptive Video on Demand.
http://www.gra.fo/publication/Fernando_Ferri,ADAMS: an Aggregate Data Management System with Multip Interaction Techniques.
http://www.gra.fo/publication/Dale_Miller_____,Higher-Order Logic Programming.
http://www.gra.fo/publication/Nick_Roussopoulos,The Active MultiSync Controller of the Cubetree Storage Organization.
http://www.gra.fo/publication/Elisa_Bertino,Approximation Techniques for Indexing Two-Dimensional Constraint Databases.
http://www.gra.fo/publication/Gerald_Huck,Integration and Handling of Hypermedia Information as a Challenge for Multimedia and Federated Database Systems.
http://www.gra.fo/publication/Peter_B__Ladkin,The Completeness of a Natural System for Reasoning with Time Intervals.
http://www.gra.fo/publication/Hele_Mai_Haav,Virtual University as a Web-based Information System.
http://www.gra.fo/publication/Maurice_Bruynooghe,Adding Redundancy to Obtain more Reliable and Readable Prolog Programs.
http://www.gra.fo/publication/Adi_Shamir,Identity-Based Cryptosystems and Signature Schemes.
http://www.gra.fo/publication/Ouri_Wolfson,The Performance of Locking Protocols in Distributed Databases.
http://www.gra.fo/publication/Ouri_Wolfson,Locking Policies in Distributed Databases.
http://www.gra.fo/publication/Wolfgang_Wilkes,EXPRESS+ und SDAI+: Generierung anwendungsspezifischer Programmierschnittstellen für die Produktdatenverwaltung.
http://www.gra.fo/publication/Reinhard_Karge,Integrated Metadata-Systems within Statistical Offices.
http://www.gra.fo/publication/Thomas_E__Cheatham_Jr_,A System for Program Refinement.
http://www.gra.fo/publication/Chin_Chen_Chang_____,On the Complexity of File Allocation Problem.
http://www.gra.fo/publication/Gerti_Kappel,Modelling Object Behavior: To Use Methods or Rules or Both?
http://www.gra.fo/publication/Nelson_Mendonça_Mattos,From Object-Relational to Federated Databases.
http://www.gra.fo/publication/Philip_Wadler,The Essence of Functional Programming.
http://www.gra.fo/publication/Philip_Wadler,Views: A Way for Pattern Matching to Cohabit with Data Abstraction.
http://www.gra.fo/publication/R__James_Firby,An Investigation into Reactive Planning in Complex Domains.
http://www.gra.fo/publication/Soon_Jo_Lee,Data Compression Management Mechanism for Real-Time Main Memory Database Systems.
http://www.gra.fo/publication/Michael_N__Huhns,Plausible Inferencing Using Extended Composition.
http://www.gra.fo/publication/Chris_Tuijn,Views and Decompositions of Databases from a Categorical Perspective.
http://www.gra.fo/publication/Michel_de_Rougemont,The Reliability of Queries.
http://www.gra.fo/publication/Konstantinos_Sagonas,XSB as an Efficient Deductive Database Engine.
http://www.gra.fo/publication/Darrell_D__E__Long,A Study of the Reliablility of Internet Sites.
http://www.gra.fo/publication/Frederick_Hayes_Roth,Focus of Attention in the Hearsay-II Speech Understanding System.
http://www.gra.fo/publication/Mahadev_Satyanarayanan,A Study of File Sizes and Functional Lifetimes.
http://www.gra.fo/publication/Michael_P__Georgeff,A Theory of Action for MultiAgent Planning.
http://www.gra.fo/publication/Michael_P__Georgeff,The Representation of Events in Multiagent Domains.
http://www.gra.fo/publication/Michael_P__Georgeff,Communication and Interaction in Multi-Agent Planning.
http://www.gra.fo/publication/A__P__G__Brown,Modelling a Real World System and Designing a Schema to Represent It.
http://www.gra.fo/publication/Frank_C__H__Lin,Gradient Model: A Demand-Driven Load Balancing Scheme.
http://www.gra.fo/publication/Mong_Li_Lee,Resolving Structural Conflicts in the Integration of Entity Relationship Schemas.
http://www.gra.fo/publication/Mong_Li_Lee,Resolving Constraint Conflicts in the Integration of Entity-Relationship Schemas.
http://www.gra.fo/publication/E__F__Codd,A Database Sublanguage Founded on the Relational Calculus.
http://www.gra.fo/publication/conf_sigmod___p,A Database Sublanguage Founded on the Relational Calculus.
http://www.gra.fo/publication/E__F__Codd,Data Models in Database Management.
http://www.gra.fo/publication/conf_sigmod___p,Data Models in Database Management.
http://www.gra.fo/publication/E__F__Codd,Extending the Data Base Relational Model to Capture More Meaning (Abstract).
